,source,road,direction,f_system,urban_rural,class,miles,year,month_day,interval,day_string,date_time,travel_time_minutes,baseline_mean_TT,percent_change,impact_present,impact_subtype,corridor_response,impact_type,reference_period
361,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,01:00,Tuesday,2019-07-16 01:00:00,4.2299999999999995,4.049999999999999,4.444444444444461,yes,Paving operations,Partial closure,work zone,06/2019
362,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,02:00,Tuesday,2019-07-16 02:00:00,4.469999999999999,4.02,11.194029850746253,yes,Paving operations,Partial closure,work zone,06/2019
363,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,03:00,Tuesday,2019-07-16 03:00:00,4.199999999999998,3.9575,6.127605811749802,yes,Paving operations,Partial closure,work zone,06/2019
364,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,04:00,Tuesday,2019-07-16 04:00:00,3.8899999999999997,3.8875,0.06430868167201294,yes,Paving operations,Partial closure,work zone,06/2019
365,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,05:00,Tuesday,2019-07-16 05:00:00,3.83,3.7725,1.524188204108684,yes,Paving operations,Partial closure,work zone,06/2019
366,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,06:00,Tuesday,2019-07-16 06:00:00,4.05,3.8649999999999993,4.7865459249676725,yes,Paving operations,Partial closure,work zone,06/2019
367,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,07:00,Tuesday,2019-07-16 07:00:00,3.9699999999999998,3.8825,2.2537025112685103,no,None,None,None,06/2019
368,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,08:00,Tuesday,2019-07-16 08:00:00,3.9599999999999995,3.9875,-0.6896551724138007,no,None,None,None,06/2019
369,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,09:00,Tuesday,2019-07-16 09:00:00,3.99,4.0625,-1.7846153846153794,no,None,None,None,06/2019
370,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,10:00,Tuesday,2019-07-16 10:00:00,4.03,3.9450000000000003,2.1546261089987317,no,None,None,None,06/2019
371,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,11:00,Tuesday,2019-07-16 11:00:00,4.06,3.9524999999999997,2.719797596457936,no,None,None,None,06/2019
372,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,12:00,Tuesday,2019-07-16 12:00:00,4.0200000000000005,4.0249999999999995,-0.12422360248444736,no,None,None,None,06/2019
373,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,13:00,Tuesday,2019-07-16 13:00:00,4.02,4.297499999999999,-6.457242582897031,no,None,None,None,06/2019
374,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,14:00,Tuesday,2019-07-16 14:00:00,4.119999999999998,4.107499999999999,0.3043213633596906,no,None,None,None,06/2019
375,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,15:00,Tuesday,2019-07-16 15:00:00,4.27,4.192499999999999,1.8485390578413974,no,None,None,None,06/2019
376,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,16:00,Tuesday,2019-07-16 16:00:00,4.79,4.4750000000000005,7.0391061452513854,no,None,None,None,06/2019
377,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,17:00,Tuesday,2019-07-16 17:00:00,6.339999999999999,6.665000000000001,-4.87621905476372,no,None,None,None,06/2019
378,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,18:00,Tuesday,2019-07-16 18:00:00,4.449999999999999,5.265,-15.479582146248822,no,None,None,None,06/2019
379,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,19:00,Tuesday,2019-07-16 19:00:00,4.179999999999999,3.9825,4.959196484620186,no,None,None,None,06/2019
380,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,20:00,Tuesday,2019-07-16 20:00:00,4.499999999999999,3.9225000000000003,14.722753346080275,yes,Paving operations,Partial closure,work zone,06/2019
381,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,21:00,Tuesday,2019-07-16 21:00:00,4.889999999999999,4.034999999999999,21.189591078066908,yes,Paving operations,Partial closure,work zone,06/2019
382,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,22:00,Tuesday,2019-07-16 22:00:00,10.81,4.009999999999999,169.57605985037415,yes,Paving operations,Partial closure,work zone,06/2019
383,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/16,23:00,Tuesday,2019-07-16 23:00:00,10.24,4.3,138.13953488372096,yes,Paving operations,Partial closure,work zone,06/2019
384,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,00:00,Wednesday,2019-07-17 00:00:00,9.770000000000001,4.01,143.640897755611,yes,Paving operations,Partial closure,work zone,06/2019
385,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,01:00,Wednesday,2019-07-17 01:00:00,4.589999999999999,4.06,13.054187192118214,yes,Paving operations,Partial closure,work zone,06/2019
386,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,02:00,Wednesday,2019-07-17 02:00:00,5.269999999999999,4.0775,29.245861434702615,yes,Paving operations,Partial closure,work zone,06/2019
387,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,03:00,Wednesday,2019-07-17 03:00:00,4.31,4.1274999999999995,4.421562689279228,yes,Paving operations,Partial closure,work zone,06/2019
388,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,04:00,Wednesday,2019-07-17 04:00:00,4.010000000000001,3.8725,3.5506778566817463,yes,Paving operations,Partial closure,work zone,06/2019
389,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,05:00,Wednesday,2019-07-17 05:00:00,3.75,3.7775000000000003,-0.7279947054930589,yes,Paving operations,Partial closure,work zone,06/2019
390,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,06:00,Wednesday,2019-07-17 06:00:00,3.9299999999999997,3.835,2.47718383311603,yes,Paving operations,Partial closure,work zone,06/2019
391,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,07:00,Wednesday,2019-07-17 07:00:00,3.9499999999999997,3.9050000000000002,1.1523687580025475,no,None,None,None,06/2019
392,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,08:00,Wednesday,2019-07-17 08:00:00,3.9199999999999995,3.9424999999999994,-0.5707038681039941,no,None,None,None,06/2019
393,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,09:00,Wednesday,2019-07-17 09:00:00,4.01,3.96,1.262626262626258,no,None,None,None,06/2019
394,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,10:00,Wednesday,2019-07-17 10:00:00,4.03,3.9174999999999995,2.8717294192725134,no,None,None,None,06/2019
395,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,11:00,Wednesday,2019-07-17 11:00:00,4.03,3.9525,1.9607843137254932,no,None,None,None,06/2019
396,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,12:00,Wednesday,2019-07-17 12:00:00,4.089999999999999,3.9825,2.699309478970472,no,None,None,None,06/2019
397,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,13:00,Wednesday,2019-07-17 13:00:00,4.089999999999999,4.045,1.112484548825687,no,None,None,None,06/2019
398,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,14:00,Wednesday,2019-07-17 14:00:00,4.179999999999999,4.1225,1.394784718010897,no,None,None,None,06/2019
399,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,15:00,Wednesday,2019-07-17 15:00:00,4.460000000000001,4.29,3.9627039627039817,no,None,None,None,06/2019
400,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,16:00,Wednesday,2019-07-17 16:00:00,6.09,4.4025,38.33049403747871,no,None,None,None,06/2019
401,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,17:00,Wednesday,2019-07-17 17:00:00,5.97,5.6049999999999995,6.51204281891169,no,None,None,None,06/2019
402,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,18:00,Wednesday,2019-07-17 18:00:00,5.04,5.105,-1.273261508325179,no,None,None,None,06/2019
403,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,19:00,Wednesday,2019-07-17 19:00:00,4.05,3.9874999999999994,1.5673981191222683,no,None,None,None,06/2019
404,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,20:00,Wednesday,2019-07-17 20:00:00,9.57,4.0675,135.27965580823601,yes,Paving operations,Partial closure,work zone,06/2019
405,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,21:00,Wednesday,2019-07-17 21:00:00,16.279999999999998,4.0775,299.2642550582464,yes,Paving operations,Partial closure,work zone,06/2019
406,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,22:00,Wednesday,2019-07-17 22:00:00,13.7,4.27,220.8430913348946,yes,Paving operations,Partial closure,work zone,06/2019
407,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/17,23:00,Wednesday,2019-07-17 23:00:00,7.8999999999999995,4.0625,94.46153846153845,yes,Paving operations,Partial closure,work zone,06/2019
408,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,00:00,Thursday,2019-07-18 00:00:00,10.37,4.0475,156.2075355157504,yes,Paving operations,Partial closure,work zone,06/2019
409,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,01:00,Thursday,2019-07-18 01:00:00,4.8199999999999985,3.9575,21.79406190777002,yes,Paving operations,Partial closure,work zone,06/2019
410,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,02:00,Thursday,2019-07-18 02:00:00,4.64,3.9350000000000005,17.91613722998727,yes,Paving operations,Partial closure,work zone,06/2019
411,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,03:00,Thursday,2019-07-18 03:00:00,4.55,3.8975,16.74150096215522,yes,Paving operations,Partial closure,work zone,06/2019
412,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,04:00,Thursday,2019-07-18 04:00:00,4.359999999999999,3.8625,12.880258899676367,yes,Paving operations,Partial closure,work zone,06/2019
413,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,05:00,Thursday,2019-07-18 05:00:00,3.7999999999999994,3.7775,0.5956320317670291,yes,Paving operations,Partial closure,work zone,06/2019
414,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,06:00,Thursday,2019-07-18 06:00:00,4.079999999999999,4.095,-0.3663003663003802,yes,Paving operations,Partial closure,work zone,06/2019
415,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,07:00,Thursday,2019-07-18 07:00:00,3.9499999999999997,3.9324999999999997,0.4450095359186287,no,None,None,None,06/2019
416,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,08:00,Thursday,2019-07-18 08:00:00,3.96,3.8974999999999995,1.6035920461834625,no,None,None,None,06/2019
417,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,09:00,Thursday,2019-07-18 09:00:00,4.0200000000000005,3.955,1.6434892541087331,no,None,None,None,06/2019
418,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,10:00,Thursday,2019-07-18 10:00:00,4.01,3.9574999999999996,1.3265950726468785,no,None,None,None,06/2019
419,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,11:00,Thursday,2019-07-18 11:00:00,4.04,3.9725,1.6991818753933265,no,None,None,None,06/2019
420,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,12:00,Thursday,2019-07-18 12:00:00,4.069999999999999,3.9850000000000003,2.1329987452948322,no,None,None,None,06/2019
421,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,13:00,Thursday,2019-07-18 13:00:00,4.119999999999998,4.029999999999999,2.2332506203473694,no,None,None,None,06/2019
422,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,14:00,Thursday,2019-07-18 14:00:00,4.209999999999999,4.1175,2.2465088038858374,no,None,None,None,06/2019
423,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,15:00,Thursday,2019-07-18 15:00:00,4.289999999999999,4.442499999999999,-3.432751828925152,no,None,None,None,06/2019
424,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,16:00,Thursday,2019-07-18 16:00:00,5.149999999999999,4.484999999999999,14.827201783723506,no,None,None,None,06/2019
425,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,17:00,Thursday,2019-07-18 17:00:00,5.719999999999999,5.039999999999999,13.492063492063489,no,None,None,None,06/2019
426,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,18:00,Thursday,2019-07-18 18:00:00,4.869999999999999,5.2075000000000005,-6.48103696591457,no,None,None,None,06/2019
427,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,19:00,Thursday,2019-07-18 19:00:00,4.109999999999999,4.0649999999999995,1.1070110701106994,no,None,None,None,06/2019
428,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,20:00,Thursday,2019-07-18 20:00:00,4.1099999999999985,4.065,1.1070110701106555,yes,Paving operations,Partial closure,work zone,06/2019
429,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,21:00,Thursday,2019-07-18 21:00:00,4.0699999999999985,4.2425,-4.065998821449646,yes,Paving operations,Partial closure,work zone,06/2019
430,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,22:00,Thursday,2019-07-18 22:00:00,4.06,4.109999999999999,-1.216545012165446,yes,Paving operations,Partial closure,work zone,06/2019
431,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/18,23:00,Thursday,2019-07-18 23:00:00,3.97,4.0249999999999995,-1.3664596273291747,yes,Paving operations,Partial closure,work zone,06/2019
432,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,00:00,Friday,2019-07-19 00:00:00,4.02,3.9899999999999998,0.7518796992481155,yes,Paving operations,Partial closure,work zone,06/2019
433,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,01:00,Friday,2019-07-19 01:00:00,4.01,4.0275,-0.43451272501552013,yes,Paving operations,Partial closure,work zone,06/2019
434,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,02:00,Friday,2019-07-19 02:00:00,4.759999999999999,3.9124999999999996,21.661341853035125,yes,Paving operations,Partial closure,work zone,06/2019
435,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,03:00,Friday,2019-07-19 03:00:00,4.01,3.8925,3.0186255619781557,yes,Paving operations,Partial closure,work zone,06/2019
436,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,04:00,Friday,2019-07-19 04:00:00,3.89,3.8049999999999997,2.233902759526949,yes,Paving operations,Partial closure,work zone,06/2019
437,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,05:00,Friday,2019-07-19 05:00:00,3.8099999999999996,3.8024999999999998,0.1972386587771161,yes,Paving operations,Partial closure,work zone,06/2019
438,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,06:00,Friday,2019-07-19 06:00:00,3.9199999999999995,3.8649999999999998,1.4230271668822696,yes,Paving operations,Partial closure,work zone,06/2019
439,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,07:00,Friday,2019-07-19 07:00:00,4.1,3.9600000000000004,3.535353535353516,no,None,None,None,06/2019
440,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,08:00,Friday,2019-07-19 08:00:00,3.97,3.8899999999999997,2.0565552699228924,no,None,None,None,06/2019
441,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,09:00,Friday,2019-07-19 09:00:00,4.01,3.9349999999999996,1.9059720457433336,no,None,None,None,06/2019
442,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,10:00,Friday,2019-07-19 10:00:00,4.01,3.9525,1.4547754585705164,no,None,None,None,06/2019
443,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,11:00,Friday,2019-07-19 11:00:00,4.03,3.9849999999999994,1.129234629862003,no,None,None,None,06/2019
444,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,12:00,Friday,2019-07-19 12:00:00,4.0699999999999985,4.01,1.496259351620916,no,None,None,None,06/2019
445,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,13:00,Friday,2019-07-19 13:00:00,4.119999999999999,4.1175,0.060716454159065035,no,None,None,None,06/2019
446,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,14:00,Friday,2019-07-19 14:00:00,4.169999999999999,4.397499999999999,-5.17339397384878,no,None,None,None,06/2019
447,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,15:00,Friday,2019-07-19 15:00:00,4.239999999999999,4.5225,-6.2465450525152155,no,None,None,None,06/2019
448,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,16:00,Friday,2019-07-19 16:00:00,4.659999999999999,4.454999999999999,4.6015712682379375,no,None,None,None,06/2019
449,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,17:00,Friday,2019-07-19 17:00:00,4.299999999999999,4.434999999999999,-3.043968432919951,no,None,None,None,06/2019
450,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,18:00,Friday,2019-07-19 18:00:00,4.1499999999999995,4.227499999999999,-1.8332347723240616,no,None,None,None,06/2019
451,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,19:00,Friday,2019-07-19 19:00:00,4.03,3.9549999999999996,1.8963337547408505,no,None,None,None,06/2019
452,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,20:00,Friday,2019-07-19 20:00:00,3.97,3.9675,0.06301197227474206,no,None,None,None,06/2019
453,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,21:00,Friday,2019-07-19 21:00:00,4.079999999999999,4.109999999999999,-0.7299270072992762,no,None,None,None,06/2019
454,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,22:00,Friday,2019-07-19 22:00:00,4.05,4.005,1.1235955056179758,no,None,None,None,06/2019
455,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/19,23:00,Friday,2019-07-19 23:00:00,4.0200000000000005,4.0024999999999995,0.4372267332917167,no,None,None,None,06/2019
456,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,00:00,Saturday,2019-07-20 00:00:00,4.079999999999999,4.004,1.898101898101889,no,None,None,None,06/2019
457,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,01:00,Saturday,2019-07-20 01:00:00,4.179999999999999,3.996,4.604604604604575,no,None,None,None,06/2019
458,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,02:00,Saturday,2019-07-20 02:00:00,4.06,3.9899999999999998,1.7543859649122768,no,None,None,None,06/2019
459,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,03:00,Saturday,2019-07-20 03:00:00,3.8799999999999994,3.95,-1.7721518987341958,no,None,None,None,06/2019
460,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,04:00,Saturday,2019-07-20 04:00:00,3.86,3.8979999999999997,-0.9748589020010214,no,None,None,None,06/2019
461,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,05:00,Saturday,2019-07-20 05:00:00,3.77,3.85,-2.0779220779220795,no,None,None,None,06/2019
462,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,06:00,Saturday,2019-07-20 06:00:00,3.8099999999999996,3.804,0.15772870662459998,no,None,None,None,06/2019
463,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,07:00,Saturday,2019-07-20 07:00:00,3.8799999999999994,3.8259999999999996,1.4113957135389397,no,None,None,None,06/2019
464,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,08:00,Saturday,2019-07-20 08:00:00,3.89,3.9059999999999997,-0.40962621607781796,no,None,None,None,06/2019
465,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,09:00,Saturday,2019-07-20 09:00:00,3.9499999999999997,3.874,1.9617965926690664,no,None,None,None,06/2019
466,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,10:00,Saturday,2019-07-20 10:00:00,3.9899999999999998,3.902,2.2552537160430455,no,None,None,None,06/2019
467,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,11:00,Saturday,2019-07-20 11:00:00,4.069999999999999,3.9219999999999997,3.7735849056603694,no,None,None,None,06/2019
468,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,12:00,Saturday,2019-07-20 12:00:00,4.0,3.9219999999999997,1.9887812340642606,no,None,None,None,06/2019
469,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,13:00,Saturday,2019-07-20 13:00:00,4.089999999999999,4.01,1.99501246882791,no,None,None,None,06/2019
470,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,14:00,Saturday,2019-07-20 14:00:00,4.06,5.279999999999999,-23.106060606060606,no,None,None,None,06/2019
471,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,15:00,Saturday,2019-07-20 15:00:00,4.31,4.7700000000000005,-9.64360587002098,no,None,None,None,06/2019
472,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,16:00,Saturday,2019-07-20 16:00:00,5.82,4.486,29.736959429335723,no,None,None,None,06/2019
473,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,17:00,Saturday,2019-07-20 17:00:00,4.03,4.138,-2.6099565007249796,no,None,None,None,06/2019
474,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,18:00,Saturday,2019-07-20 18:00:00,4.49,4.061999999999999,10.536681437715432,no,None,None,None,06/2019
475,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,19:00,Saturday,2019-07-20 19:00:00,3.9899999999999998,4.0200000000000005,-0.746268656716435,no,None,None,None,06/2019
476,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,20:00,Saturday,2019-07-20 20:00:00,3.95,3.9539999999999997,-0.10116337885684268,no,None,None,None,06/2019
477,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,21:00,Saturday,2019-07-20 21:00:00,4.079999999999999,4.064,0.3937007874015533,no,None,None,None,06/2019
478,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,22:00,Saturday,2019-07-20 22:00:00,4.069999999999999,4.040000000000001,0.7425742574257046,no,None,None,None,06/2019
479,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/20,23:00,Saturday,2019-07-20 23:00:00,4.069999999999999,4.013999999999999,1.3951170901843561,no,None,None,None,06/2019
480,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/21,00:00,Sunday,2019-07-21 00:00:00,3.9599999999999995,4.101999999999999,-3.4617259873232555,no,None,None,None,06/2019
481,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/21,01:00,Sunday,2019-07-21 01:00:00,4.04,4.028,0.29791459781530427,no,None,None,None,06/2019
482,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/21,02:00,Sunday,2019-07-21 02:00:00,4.079999999999999,3.938,3.6058913153884973,no,None,None,None,06/2019
483,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/21,03:00,Sunday,2019-07-21 03:00:00,3.9899999999999998,3.9659999999999997,0.6051437216338886,no,None,None,None,06/2019
484,INRIX,I-225,NORTHBOUND,Interstate,Urban,Urban Interstate,4.387117,2019.0,07/21,04:00,Sunday,2019-07-21 04:00:00,3.9,3.9159999999999995,-0.4085801838610718,no,None,None,None,06/2019
